asset_type,building_key,tier,band,band_alt,legal_kind,n,n_1,n_low,n_mid,n_high,n_top,max_floor,addr1,addr2,addr3,addr4,place
apartment,d308dcab53a899631d58f70922fd356690e248d9077913ba9fb54cd85622d6ee,metro,m16_25,m21_30,dong,465,25,111,259,66,4,23.0,경기도,파주시,금촌동,,금촌동
apartment,d31ccd3f4bf20c4f25570730856cb443c893bc1bd0906c6517c12ee95ca28841,metro,ge26,m21_30,dong,235,7,54,115,57,2,28.0,경기도,안양시,만안구,박달동,박달동
apartment,d3247284c0b9113fddff45ef3efdbca793d4acd5b12df5b17bd96c9d996b6db1,nonurban,m16_25,m21_30,eup,160,8,54,67,30,1,25.0,경상남도,양산시,물금읍,,물금읍
apartment,d331e754cbbefd6030621c795822f99cb493ff57bfea7b836904145c50ba9caa,metro,le15,le20,dong,99,5,34,46,12,2,15.0,서울특별시,서대문구,냉천동,,냉천동
apartment,d33239754ab392d98273237cde0f87cb5d82d0f5967bac4bf734fc2a28f9254c,other_urban,m16_25,le20,dong,100,8,21,31,36,4,19.0,충청남도,천안시,동남구,신부동,신부동
apartment,d34133d61f993ca12fd728f8b79a188efbd6480e98360eef24c35d3157c844f9,nonurban,le15,le20,eup,68,7,9,28,20,4,12.0,충청북도,진천군,진천읍,,진천읍
apartment,d3477ca78b6364d34846e8c1a664fbdc444ba97ee2d5411017d92a8e964917cc,metro,le15,le20,eup,65,6,15,18,20,6,15.0,경기도,남양주시,화도읍,,화도읍
apartment,d34eadcd83cee5ba48e6560707ee74d9c6148d065d6533d211127985ffb9a103,metro,le15,le20,dong,94,20,0,45,12,17,6.0,경기도,평택시,합정동,,합정동
apartment,d353aba0fd1e99e47348ce981ebcaa15f2c7579478a3d4aeb0628db472fc31e2,metro,le15,le20,dong,64,6,15,27,11,5,15.0,인천광역시,부평구,청천동,,청천동
apartment,d35f329869960318d1098b03f742a9650cff066e7859215371ada37a9da822a2,other_urban,m16_25,m21_30,dong,187,13,48,84,39,3,24.0,경상북도,포항시,북구,학잠동,학잠동
apartment,d36fe6257f3f58691db29d6151ebeeb6cc6a6637cf15333e8f6f07d0a115b266,other_urban,le15,le20,dong,55,10,0,19,11,15,5.0,경상남도,진주시,평거동,,평거동
apartment,d37f78ff08002dd203949e2bdf68e2fbc5e78314af278420f5582e76b1e4dadb,other_urban,le15,le20,dong,52,5,10,20,13,4,13.0,전북특별자치도,전주시,완산구,중화산동2가,중화산동2가
apartment,d383295072bb9ece4c07b7dfc6a93ad3fd2feb419b667f304a0d393aebcce0d2,metro,le15,le20,dong,153,19,34,52,37,11,15.0,서울특별시,동작구,사당동,,사당동
apartment,d3a3b272d1cc692d96b675962132edb6fe011dcf21aced240c06f3ca4b599580,nonurban,le15,le20,eup,98,5,19,42,27,5,15.0,전남광주통합특별시,화순군,화순읍,,화순읍
apartment,d3d05559dd916244d5323020fde6da35044ce9c5698d20125ae5e26fcd10e5b6,metro,le15,le20,dong,95,7,21,31,33,3,14.0,경기도,부천시,원미구,역곡동,역곡동
apartment,d3d236f6fca7ed26ad2d7563318a13988d1ec2d24e1db44013c36937b8892db6,other_urban,le15,le20,dong,65,16,0,19,15,15,5.0,강원특별자치도,삼척시,정상동,,정상동
apartment,d3d7554b07b232ca130fc1d9f19d450577f9472bfb3c8d9f894ae04a0821a8d2,other_urban,le15,le20,dong,241,22,43,92,64,20,15.0,경상북도,구미시,도량동,,도량동
apartment,d3d825ff7380097c22ef9b4fec0677adc0fcb4bedb5bd2963eec5bf31002a648,other_urban,m16_25,le20,dong,151,8,36,67,37,3,20.0,경상남도,거제시,옥포동,,옥포동
apartment,d3e0756c062e349e4f5b8dce4b7431d6bbbb964d5b7ea99f700c237703806aab,metro_city,le15,le20,eup,271,19,56,99,82,15,15.0,울산광역시,울주군,온산읍,,온산읍
apartment,d3f02857eee52e1db382512ce03b50b8f9cd9943752afccde7cd6b2588c38072,nonurban,le15,le20,eup,118,25,0,34,25,34,5.0,전남광주통합특별시,광양시,광양읍,,광양읍
apartment,d3f8621bfb9331f7d096770058f60bbfb32145d35de584fc109399dc580b2597,metro,m16_25,le20,dong,223,7,66,99,43,8,20.0,인천광역시,부평구,산곡동,,산곡동
apartment,d3f8adea2353b264ecc314b7c2019506b0b5ddf6d9f7d130c8274771f0c7f681,metro,m16_25,le20,dong,280,12,74,133,56,5,20.0,경기도,용인시,수지구,풍덕천동,풍덕천동
apartment,d40581dc9b04c98b16dca533899844c08d8a9aedec3de95cadbea0fd9dbabca4,metro,le15,le20,dong,87,6,18,39,21,3,15.0,서울특별시,강남구,수서동,,수서동
apartment,d419808e43dcc2bea7a244944d34093522645e73e3f0c158c84e788fda11fbbe,metro_city,ge26,ge31,dong,184,6,84,76,17,1,33.0,부산광역시,부산진구,양정동,,양정동
apartment,d419f90e8c967ffdf10978330c67bff743a0d96d4827712803c8e8c3af0a5faf,metro,m16_25,m21_30,dong,105,7,29,50,18,1,25.0,경기도,의정부시,용현동,,용현동
apartment,d421d298f9519fa190b569cf55077ef8a97ee021c00785d1c649d94135d82a3d,other_urban,le15,le20,dong,101,8,26,35,21,11,12.0,경상남도,거제시,장평동,,장평동
apartment,d4281cedc2ddf5a51aa10a2b8f587674f618d1f4f9ed64ba3ef55b4ffe26d0b2,metro,m16_25,le20,eup,140,14,44,54,24,4,20.0,경기도,남양주시,와부읍,,와부읍
apartment,d4287ddeed9f9659c29d64aafc06e93196f8f6357301efe78f8444cf5c3e8517,nonurban,m16_25,m21_30,eup,302,11,98,134,56,3,25.0,충청남도,서산시,대산읍,,대산읍
apartment,d431b31ade9256f935466d9e02bb5ffddaa87a731051c085e02208d5cabe11f0,metro,ge26,m21_30,dong,149,6,45,60,36,2,27.0,경기도,하남시,망월동,,망월동
apartment,d4372a4010d21524596ff2016a39c818f8a02b3b9d667d78d2c18dfa8572515e,other_urban,le15,le20,dong,74,8,17,33,14,2,15.0,충청남도,천안시,동남구,신부동,신부동
apartment,d4433d6965c857b037fa439d7ab67e646b3f952fd40f1c74cc92bf0620f00de3,nonurban,le15,le20,myeon,57,6,7,36,7,1,12.0,충청남도,천안시,동남구,성남면,성남면
apartment,d44c56d1ed0c64428ad8af3f4844c545230a1f37bbd64c6f06751d9be6b68211,metro_city,le15,le20,dong,132,7,20,68,33,4,15.0,대구광역시,동구,신천동,,신천동
apartment,d44d852bdf2b02548e472cbc3f3bf4c497f2ccda6c90b314fe35df9267c201b2,other_urban,m16_25,le20,dong,70,10,23,24,8,5,20.0,전남광주통합특별시,남구,진월동,,진월동
apartment,d45ce1ff31618c9a4b5fa90765aa4dce0b6e75465920cfd87d1b994ea1503734,metro,le15,le20,dong,247,17,54,96,69,11,15.0,경기도,안양시,동안구,호계동,호계동
apartment,d463c94cca1b2f719825113122ee3b73ef9380a90d6060988ee33a8c53d5a1a9,other_urban,m16_25,le20,dong,212,8,56,114,32,2,20.0,경상북도,경산시,대평동,,대평동
apartment,d4693d8e0a34af4a8080482cbe21b9f7648f6440c19eb00032c5058d9c58a1aa,other_urban,le15,le20,dong,75,6,10,35,20,4,15.0,강원특별자치도,춘천시,온의동,,온의동
apartment,d46ffe0a1054b1194a625199deba593749a727dd8373208b78ddcffb70213305,other_urban,ge26,ge31,dong,291,6,77,117,85,6,35.0,경상북도,경산시,중산동,,중산동
apartment,d4842058f6db1c6af4e143066704ff175eb45d63955075898149b44977ba44af,metro_city,m16_25,m21_30,dong,236,7,60,106,56,7,25.0,부산광역시,금정구,구서동,,구서동
apartment,d4a280f4bf7873bf26e1470842ccef2b3da4e25b25ad6ef48cc9d0b9e7c4c4cd,nonurban,le15,le20,eup,91,8,22,35,18,8,11.0,전북특별자치도,정읍시,신태인읍,,신태인읍
apartment,d4a54fcf585eefedf23b21fa776834f8e1d3112da3329c30e05735c8b90d36c6,other_urban,le15,le20,dong,147,14,26,59,30,18,15.0,충청남도,논산시,강산동,,강산동
apartment,d4acb34b4d3cf06a06a32fa123976567b2330f9438f12f170df2976b5d4133a3,metro,le15,le20,dong,50,10,10,19,4,7,10.0,경기도,시흥시,정왕동,,정왕동
apartment,d4b212e68f0ce3764043c4db1b0d0ead7400e4f21fbd91e03d9d1ef8cf93bc55,nonurban,le15,le20,myeon,75,21,0,24,12,18,5.0,전북특별자치도,정읍시,북면,,북면
apartment,d4be6750f3a44b72ebbe6c369fc8ad8f12f9b7cb801390f700135fc852026532,nonurban,le15,le20,eup,153,9,30,68,36,10,15.0,경상북도,포항시,남구,오천읍,오천읍
apartment,d4c33a68b68396c8a76b32f647a6e9bb62d238f0075d5eb62c4adae94f65c61e,metro,m16_25,m21_30,eup,198,5,49,105,38,1,25.0,경기도,화성시,효행구,봉담읍,봉담읍
apartment,d4d1fdb1f5ba64f2bffa9dc169b0bd3a2b11138e8649c9de25a361535354c3c2,other_urban,m16_25,le20,dong,97,5,25,46,19,2,20.0,강원특별자치도,원주시,무실동,,무실동
apartment,d4d5ce3ce29e0cdc043f7a2dc4114fc07a2b1784c6f19a5722376735fc1edf9b,other_urban,le15,le20,dong,150,12,35,56,34,13,15.0,경상북도,경산시,백천동,,백천동
apartment,d4dd3f4dcc724902bf942c0ab5ed6147343dc8ae468c9c48c231e80beac7de28,other_urban,le15,le20,dong,143,5,25,66,44,3,15.0,충청북도,충주시,용산동,,용산동
apartment,d4ed8a45e36522996a4f4d0d310784290cddd79abc821960760a255eff8ccd38,other_urban,m16_25,m21_30,dong,170,8,49,60,45,8,25.0,충청북도,충주시,호암동,,호암동
apartment,d4f1aaefd2f3e958beddd956fd266ed523a0ce6c08211931973090cae724b162,other_urban,le15,le20,dong,197,16,47,97,33,4,15.0,전남광주통합특별시,여수시,미평동,,미평동
apartment,d4f84abbae682b9c81eab4507d5edc6ee22769383b8c03f398007167436fb994,nonurban,le15,le20,myeon,54,8,0,20,11,15,5.0,경상북도,경주시,현곡면,,현곡면
apartment,d4ffb8b40d6d985ac5eb2fc52cce48b6de04a2abdfa70556573c15cc8d5893f8,nonurban,le15,le20,eup,69,12,0,24,18,15,5.0,충청남도,천안시,서북구,직산읍,직산읍
apartment,d519cad24119ebb1e05bccd090ee4ae2526577fb3a26190a8956421a79afd3df,metro,m16_25,le20,dong,142,9,41,50,32,10,20.0,경기도,오산시,누읍동,,누읍동
apartment,d51cfec5881a9014c2e2a0c1360c62c58947f9d8a6254b0f4bb2e7eb9b021466,other_urban,le15,le20,dong,157,5,33,65,38,16,15.0,충청북도,청주시,서원구,분평동,분평동
apartment,d51f4c8042728383f01e6490ca5aa86bfa0ea39e147fd059835045c171b8a1b5,metro,m16_25,le20,dong,167,12,54,78,21,2,20.0,경기도,성남시,분당구,판교동,판교동
apartment,d53ed3f18135488df90076495dd43305f02bd037d80e240894f86f890adba142,other_urban,le15,le20,dong,183,10,21,92,48,12,15.0,전남광주통합특별시,목포시,상동,,상동
apartment,d53f1cce849001e3bce45144daa89866755ee2faa5ac99b5e040b0b18f7e7b88,metro,m16_25,le20,dong,310,23,82,104,84,17,18.0,서울특별시,성북구,길음동,,길음동
apartment,d540468da1ca94a1ca915f3150925d115e5a8e5d5bf442e1d4bb9f2062526cd2,other_urban,le15,le20,dong,52,5,9,23,12,3,15.0,전북특별자치도,익산시,평화동,,평화동
apartment,d54980eda35acbea0e099116da4414b9bf796166ab5d707e8337dbd4253fc2aa,metro,m16_25,le20,dong,80,5,22,38,14,1,20.0,경기도,고양시,덕양구,행신동,행신동
apartment,d54fe6c7f9706c917d55c8cce89cc94e2927d3078b05064ab861ed711379206e,other_urban,le15,le20,dong,164,5,31,72,50,6,15.0,충청북도,청주시,흥덕구,가경동,가경동
apartment,d562ef809a1074bc22ec9fae43fe7887bf72cb7644a13943bfd3566b01afa72c,metro_city,le15,le20,dong,112,9,35,47,18,3,11.0,부산광역시,강서구,명지동,,명지동
apartment,d56cf7c3b42e05179e3fe2ff60738b8845671737ad52ec1a02b70bc97cf1fd8f,nonurban,le15,le20,eup,78,11,8,32,19,8,15.0,전북특별자치도,부안군,부안읍,,부안읍
apartment,d58192eb3a7f61e622102ab254778cc008776634cf46621d5f7f6ca0b1754cef,other_urban,m16_25,le20,dong,106,5,26,41,30,4,20.0,경상북도,경주시,황성동,,황성동
apartment,d59a1e82fea32eeafed586cf178b95c0ff69824779f86210d092d69284a09699,metro_city,le15,le20,dong,57,5,14,17,20,1,14.0,대전광역시,동구,홍도동,,홍도동
apartment,d59fe3a1a3b2cbf91df6f7082b677ee90596ead7331e5a092b56c80d3f9050b4,metro,le15,le20,dong,67,7,0,44,6,10,6.0,인천광역시,계양구,계산동,,계산동
apartment,d5a3fbc0754c00763b9525833ed5859db41ebc739f823a6ad755dc4f1ea93105,nonurban,le15,le20,myeon,403,32,75,170,101,25,15.0,충청남도,계룡시,엄사면,,엄사면
apartment,d5b373427a8826a48789f54d15d590379484f670b06b30b67b2540a83763b293,other_urban,m16_25,le20,dong,94,6,27,37,20,4,20.0,경상남도,창원시,성산구,성주동,성주동
apartment,d5ba786ec816d1591d1ce868235e5fcd0cf13cf859677a06ef8693f8d3f992fc,metro,le15,le20,dong,68,5,12,31,16,4,15.0,경기도,용인시,기흥구,보라동,보라동
apartment,d5be2f9123d3c2c46ee45b3944d62780409059521d39271ba0e0dcd44321ed2f,other_urban,ge26,m21_30,dong,237,9,54,96,68,10,26.0,전남광주통합특별시,북구,운암동,,운암동
apartment,d5c4e46ec8435c1a236079da77c5a7821eafc6536922de31bdc773909ac4a2b9,metro,le15,le20,dong,84,8,23,34,17,2,15.0,경기도,안양시,동안구,호계동,호계동
apartment,d5c8047d1dcf00266d23d68504b68087720288987e836d02b0deea8004389f12,metro,m16_25,le20,dong,100,8,40,43,8,1,20.0,서울특별시,송파구,풍납동,,풍납동
apartment,d5cc91046d55d3f91030254d5c75f64f0b9a5f5c9b1b2848b941e0c12453a7ef,metro_city,m16_25,m21_30,eup,121,6,29,52,31,3,24.0,대구광역시,달성군,다사읍,,다사읍
apartment,d5e45b39113d015839490fab65c16b15dec2bfcbd445671d5320f374bc0e1281,metro_city,le15,le20,dong,93,12,13,43,17,8,10.0,부산광역시,강서구,명지동,,명지동
apartment,d5e884b5597fb1b95807ed1794fd3b5eeb552dc0237c1f330ae57fbb929215d0,metro,m16_25,m21_30,dong,79,5,14,39,20,1,25.0,경기도,군포시,도마교동,,도마교동
apartment,d5ebd3de9e0316d59780d23329900fbb681534b452e1dad34ecef21e6114d9bc,metro,le15,le20,dong,203,14,43,86,59,1,15.0,경기도,화성시,병점구,병점동,병점동
apartment,d5f80c5176c27dd0f10642f0a046ab68627c17185f3942995ffb7030411fbb71,metro,m16_25,le20,dong,236,17,54,90,60,15,19.0,인천광역시,연수구,동춘동,,동춘동
apartment,d605ad365e3bb45998b386b5d0b9c72197ac0eccef6bdea96daf27981376dc57,nonurban,le15,le20,eup,70,6,13,22,26,3,15.0,경상남도,창원시,마산회원구,내서읍,내서읍
apartment,d62167531289be59b80733d3c5f6da853726822636e60ef1e91b01e8187db599,sejong,m16_25,le20,dong,186,6,51,94,32,3,18.0,세종특별자치시,,소담동,,소담동
apartment,d637b10a1bbb66bf613c781b62ec01af2793767e2c73848054e9d3075c739f2e,metro_city,m16_25,le20,dong,67,5,9,29,22,2,20.0,부산광역시,부산진구,개금동,,개금동
apartment,d63c62064f2061e24581ec5c0dc1e7e75ed161b309834111f00ca01d7e0ac194,metro,le15,le20,dong,51,5,12,17,14,3,15.0,서울특별시,동작구,상도동,,상도동
apartment,d63e0771b2ccb03739bcf12ded2cdb4b929388fd03a3f2e23e4a110e0d91c40f,other_urban,le15,le20,dong,120,18,0,40,29,33,5.0,충청북도,충주시,교현동,,교현동
apartment,d64a8f56b83edd162bbb009fc3a09a4335e160b961933d9eed9b91e653e441d1,other_urban,le15,le20,dong,65,6,11,29,13,6,12.0,충청북도,충주시,성서동,,성서동
apartment,d650d58b42a9b397ec2c066a4c14e6f13a1ff0637bf28d48ecc305bc2a482237,metro_city,le15,le20,eup,72,14,0,30,14,14,6.0,대구광역시,달성군,논공읍,,논공읍
apartment,d659eece0d1d9054e06c2101220ad386db7cbf4191c80da65a3905f04576b81f,metro,le15,le20,dong,173,12,24,73,51,13,15.0,경기도,광명시,하안동,,하안동
apartment,d6604305bd5f012e98cf6661b546fdca7de411c4aa6fe83568d8b30113f53fd9,metro,le15,le20,dong,132,6,25,51,42,8,15.0,인천광역시,남동구,만수동,,만수동
apartment,d669f78c8750984ef93e30d7c1ba0d84e7a3218d2740c9f1b593298a2775b974,nonurban,le15,le20,myeon,306,29,63,113,80,21,15.0,충청남도,아산시,인주면,,인주면
apartment,d66f3df02a2665148110dc06d2b3dc8f2776a1707bbceb591cae7233526e19e4,metro_city,m16_25,le20,dong,227,14,56,113,38,6,20.0,대구광역시,달서구,도원동,,도원동
apartment,d672af1525546fba03fa692e54b0d414678821a619e1c3aa1090a3b93591d5e1,metro_city,m16_25,m21_30,dong,139,5,41,53,37,3,24.0,부산광역시,해운대구,좌동,,좌동
apartment,d673ded89b898ae541995949851509e3b7b2125c9fe9cbc8ec9783ecb40b452b,nonurban,m16_25,le20,myeon,536,15,132,281,104,4,20.0,충청북도,충주시,중앙탑면,,중앙탑면
apartment,d67c0ff772239672c724840683bebb136c2ef0dd470c58e6cbebe9ca5c4d113a,metro,m16_25,le20,dong,289,16,78,152,42,1,20.0,경기도,용인시,수지구,성복동,성복동
apartment,d67ffe1053de60f98f37d69e6348f2f0bad9af9304b8893253af8b07c47ed385,metro,m16_25,m21_30,dong,172,8,47,76,39,2,24.0,경기도,수원시,장안구,조원동,조원동
apartment,d6890fce3a8c5bec5cff02108a9d98219294e37611fbcfdc98ddcb110f9896d3,nonurban,le15,le20,eup,248,14,54,105,59,16,15.0,충청북도,음성군,음성읍,,음성읍
apartment,d696fdc745c2eebf0ecb671187d2f090bc9ecb7bd2e994f0c3b3b8a1751c0e9c,nonurban,le15,le20,myeon,117,27,0,46,22,22,5.0,충청북도,충주시,수안보면,,수안보면
apartment,d698e23acceb6aca000cf3e880c3e50df944e9cfb7013e3563beae369e639f72,other_urban,le15,le20,dong,324,17,63,113,102,29,15.0,충청남도,아산시,좌부동,,좌부동
apartment,d69d08d3ff10f76d8fdbfe5f93fbad4a92be357fad3f912a1641a0c0e4458d6b,metro,le15,le20,dong,66,5,15,29,14,3,15.0,서울특별시,서대문구,현저동,,현저동
apartment,d6a0ebfcd026c5c379b3cd46ab9f0992e3a8eb238efd36b581111a4bd31635a6,metro,m16_25,m21_30,dong,159,5,45,77,30,2,24.0,서울특별시,성북구,종암동,,종암동
apartment,d6a29d64ddc12858a3cdcf68a48df4a9c7d216937e0f7fa9d50a3ca0871068a8,metro,m16_25,m21_30,dong,153,8,31,78,35,1,22.0,인천광역시,남동구,논현동,,논현동
apartment,d6a41274bda5d4cb0f28eda802f7f22d893a79c4ba23a49907d018805e69d42a,metro,ge26,m21_30,dong,316,17,86,119,89,5,27.0,경기도,안양시,만안구,석수동,석수동
apartment,d6bc58362062b4cfae5999fdf7daef825b1ef398127e2836e794c967c399a447,metro,m16_25,le20,dong,423,23,111,206,75,8,20.0,인천광역시,부평구,부개동,,부개동
apartment,d6c55b79eff88c63c5d6bfe933dbd06c922ade2909f142f9f2d6b33f540e55a9,metro,m16_25,le20,dong,83,5,24,34,15,5,17.0,경기도,고양시,일산서구,탄현동,탄현동
apartment,d6db80eb84d84dfae8fc39b37ecb6ce43834859576722175e7401d8391f67603,metro,m16_25,m21_30,dong,266,17,92,117,38,2,22.0,경기도,오산시,양산동,,양산동
apartment,d6dc3f08d8b52be0e73f217d2203a4fdc42f7e93e0934effd4bdccc75ff81bdd,other_urban,ge26,m21_30,dong,376,10,134,179,52,1,27.0,충청남도,천안시,동남구,문화동,문화동
apartment,d6e3a6c793299e775553d2a0fbc74a6b4cea8eed831da2b4a27d97823c464d36,metro,le15,le20,dong,259,14,45,107,79,14,15.0,경기도,광명시,철산동,,철산동
apartment,d6f77822fb20dd8f375800e40d1904ace9b81b9b3ac5faaa2667cd615fa7c028,other_urban,le15,le20,dong,69,6,17,26,18,2,15.0,전북특별자치도,군산시,나운동,,나운동
apartment,d6fcf50ec8b9e9e02935bd4885afe3c613d26d42b1c234dc972c0e3bd05b6dab,nonurban,le15,le20,myeon,234,18,45,90,68,13,15.0,충청북도,충주시,대소원면,,대소원면
apartment,d6fd29dc90ea113d3a1aa0ec05d90bf6ae221758d93e361bd9004f91a16ce7a9,other_urban,m16_25,le20,dong,174,12,51,73,34,4,20.0,전남광주통합특별시,서구,풍암동,,풍암동
apartment,d70c38c8eda34c0cac86cde48efbece5ed04c63e6ebd24096f04c9e1d50d7bcf,nonurban,m16_25,m21_30,eup,286,12,76,126,68,4,24.0,경상남도,양산시,물금읍,,물금읍
apartment,d70c9ca5f128f81d75c5bebc9f7139fa02c6da55adcb40cab412e00d35902b0a,other_urban,ge26,m21_30,dong,260,11,83,124,39,3,27.0,충청북도,청주시,흥덕구,송절동,송절동
apartment,d711247bf2f15b7e73e9ed729650bc93689a00410372f2df342b9bcb80f7e14f,other_urban,le15,le20,dong,196,11,51,70,53,11,15.0,경상남도,사천시,용강동,,용강동
apartment,d71dce88e74ba8fd62d2b09751fa30a5f873f9619fab774d4f68df14798e3880,metro,m16_25,m21_30,dong,556,21,135,242,152,6,25.0,인천광역시,부평구,청천동,,청천동
apartment,d71fcd3959921bee83d2274b2c0af7731cd5500e0179d851db5e17319711caa5,metro,m16_25,m21_30,dong,129,8,31,53,36,1,22.0,인천광역시,부평구,부개동,,부개동
apartment,d724460f488597e692109eb00f21f1a52a58bd856cd7c6bc67f17089f72b5701,other_urban,m16_25,le20,dong,138,11,35,54,35,3,17.0,경상남도,진주시,상대동,,상대동
apartment,d72cf173fa06fd9b9a61d2c2fb00fcb7130d9a5f5ceca54ed3b5a75ae9adc994,other_urban,le15,le20,dong,163,16,28,77,33,9,12.0,충청남도,서산시,갈산동,,갈산동
apartment,d72e9a2c23481d57b41b7bc769a0da35d93c815adf9014f5b7e0057b6537ad52,metro,le15,le20,dong,177,5,41,77,48,6,15.0,서울특별시,은평구,응암동,,응암동
apartment,d7304650d21877e9c81d3969e63bab7bc3ab20dde54c50f6126444f9d4a5fd9b,metro,m16_25,m21_30,dong,169,8,82,56,22,1,21.0,경기도,성남시,분당구,이매동,이매동
apartment,d73645055d6cc0bf7fa94e24c645854be42c25952bdf0b27090831e9294998d5,nonurban,le15,le20,eup,129,5,24,61,32,7,15.0,충청남도,홍성군,홍성읍,,홍성읍
apartment,d74b3d2848aaaa4ad88946e0a6034ff4492f06ae19181f61e36b42b0b8e71968,metro,m16_25,le20,dong,235,12,60,123,38,2,19.0,경기도,안양시,동안구,비산동,비산동
apartment,d760ee4200ca7ab99500c8b9300f909e4d94ba9a4e9fd1b07c4a1b72fbd82735,metro,le15,le20,dong,50,14,0,17,14,5,5.0,서울특별시,구로구,고척동,,고척동
apartment,d76248a145e2502325bc4fb70f86f8c8a9e51df1496ac14104327f171fe99f11,other_urban,le15,le20,dong,84,10,10,37,17,10,13.0,전남광주통합특별시,광산구,송정동,,송정동
apartment,d76395b718d01844190bc94645439275c4a1765bbf0f23f257085fa98a46ae1b,metro,m16_25,m21_30,dong,171,14,45,67,44,1,24.0,경기도,안산시,단원구,고잔동,고잔동
apartment,d772c862e7ee2a32313b2bcb91a995ceac4e54fd3549020e3fd438e5cecb9a3e,nonurban,ge26,m21_30,eup,224,7,51,104,57,5,28.0,경상남도,양산시,물금읍,,물금읍
apartment,d77daf502d2a0a8bb74bfcdd2a74a1b7cf8b24022a06ea23465d0a789d3f5e33,metro,le15,le20,dong,385,38,89,191,64,3,12.0,경기도,안산시,단원구,초지동,초지동
apartment,d78f249cda62027f17ea873b83c33a6e247be5fbfd60fcff7bd4f480b9eb2482,metro_city,le15,le20,dong,102,10,18,44,26,4,15.0,부산광역시,사상구,덕포동,,덕포동
apartment,d7941e03f72d91d4566e59d7ad6dc5f3395d9dcf62812e04ce2b9cbb674673d5,metro,m16_25,m21_30,dong,54,5,8,20,18,3,22.0,서울특별시,도봉구,방학동,,방학동
apartment,d796590251fa8fb94cde7d1e8340be536f3cd9753b3f1e4c1451b4bbebaedbd6,nonurban,m16_25,le20,eup,251,9,32,118,82,10,18.0,경상북도,칠곡군,석적읍,,석적읍
apartment,d79a970d858b795367280eec26d43f91a787c55d617e516d6f7a77c280174b78,metro,m16_25,le20,dong,217,9,53,84,58,13,19.0,서울특별시,동작구,대방동,,대방동
apartment,d79c4c974a8e9846200f9f5283e2940fb2a5c12c5dc504ddbc5c425612319a2a,metro,le15,le20,dong,60,11,0,22,17,10,5.0,서울특별시,영등포구,신길동,,신길동
apartment,d7a59b138cd15ee5c9d45e3a609219d36653c2f77d8df0d68cd7659e35c58dc5,metro,m16_25,le20,dong,224,10,48,108,45,13,20.0,인천광역시,미추홀구,용현동,,용현동
apartment,d7a626dcaf1615be525d66caff5f009f7737c70568d525103be1a7f94671af7d,metro_city,le15,le20,eup,163,9,26,78,45,5,15.0,대구광역시,달성군,화원읍,,화원읍
apartment,d7aba56262d972d4d4e57448eb6f8028928fce1c028779af573ed408b0b407f9,metro,m16_25,m21_30,dong,67,5,18,33,10,1,22.0,서울특별시,성동구,하왕십리동,,하왕십리동
apartment,d7ac57c518f1eb5712cf9be0dd4ab704eabb974aa1eef645b5e53e5131f8f615,metro_city,le15,le20,dong,71,15,0,34,13,9,5.0,대구광역시,북구,복현동,,복현동
apartment,d7af993bca615b08d9dcf45b50c6cf16e8c295be8a2ad3d3e6e125d151830f47,metro,m16_25,le20,dong,90,5,22,42,17,4,18.0,경기도,평택시,용이동,,용이동
apartment,d7ba61a9c3d0b91e054e75c56d0843449fa6b5491b18e0894d599e8f3d87ac22,other_urban,le15,le20,dong,261,7,48,118,77,11,15.0,경상북도,구미시,구평동,,구평동
apartment,d7cf98ddce82843986d43ef0a2aaad427ff25e11dfe345b582e5c8f176af51a9,metro_city,m16_25,m21_30,dong,243,6,68,131,35,3,23.0,대구광역시,수성구,황금동,,황금동
apartment,d7d6540a208d7b76fbf71618d6c28d6b6775f724cc886700b4235fcdf947cb29,metro,m16_25,le20,dong,162,8,48,71,32,3,20.0,경기도,용인시,수지구,성복동,성복동
apartment,d7e618a6fabee4770e8a6c9c0712c5f9247b211c6b76505b2f9a178f92254c1c,other_urban,le15,le20,dong,237,25,38,106,56,12,15.0,충청북도,청주시,서원구,죽림동,죽림동
apartment,d7eea77476a2eb3596fdff29afc17e5ea72daa6c36ee3f9b30746fd352026e6d,metro_city,le15,le20,dong,83,7,15,45,14,2,15.0,대전광역시,서구,내동,,내동
apartment,d803eca0028e16b0559241c2d6886f8e044644d26f54d62f1f4ab45f1e32c0d0,other_urban,le15,le20,dong,209,14,43,78,62,12,15.0,전남광주통합특별시,여수시,미평동,,미평동
apartment,d805a4c550f20d17ec963adb28f0df87082938f262184a615e9069e18f403dbb,metro,le15,le20,dong,51,6,10,17,16,2,15.0,서울특별시,노원구,중계동,,중계동
apartment,d80cf6dea1ca754f90fda1e6ffe84df664944e972bf0a5aeb40b7d7a4a27aec6,other_urban,le15,le20,dong,95,8,19,36,28,4,15.0,경상남도,진주시,신안동,,신안동
apartment,d8106d5f76d7510f6ecc21b7dd1ff161ee1fa3b065284693d8230ceb3018f419,other_urban,le15,le20,dong,177,13,27,79,52,6,15.0,충청북도,청주시,청원구,율량동,율량동
apartment,d81c5f42609bfefd3b0b148fabe79873a2a652a7a562c98faffd13e436e864ba,nonurban,le15,le20,eup,80,21,0,24,13,22,5.0,충청남도,부여군,부여읍,,부여읍
apartment,d825f5417fb04deaf812c7a4851200e0e283f15a79e934c36483c025644a29b8,other_urban,le15,le20,dong,170,22,28,63,41,16,13.0,경상북도,경주시,도지동,,도지동
