sido_name,sigungu_name,sigungu_code,land_category,region_type,n,n_tiny,n_body,n_large,n_below_floor,area_p25,area_p75,area_p90,tiny_aux,delta_mean_large,delta_median_large,ci_lo_large,ci_hi_large,direction_large,delta_mean_tiny,delta_median_tiny,ci_lo_tiny,ci_hi_tiny,direction_tiny
서울특별시,종로구,11110,대,metro_gu,757,5,379,76,185,10.3,119.0,315.36,False,-0.5437,-0.6426,-0.7316,-0.4934,lower,,,,,skip
서울특별시,용산구,11170,대,metro_gu,747,0,328,75,233,7.0,86.0,236.14,False,0.3663,0.3632,0.1292,0.598,higher,,,,,skip
서울특별시,성동구,11200,대,metro_gu,234,19,116,24,40,15.12,138.1,330.42,False,-0.1148,0.1469,-0.2918,0.4349,neutral,,,,,skip
서울특별시,성북구,11290,대,metro_gu,547,33,273,55,104,12.6,117.5,221.8,True,0.6935,0.4762,-0.0332,0.8675,neutral,-0.3502,-0.337,-0.5736,0.0297,neutral
서울특별시,마포구,11440,대,metro_gu,290,37,143,29,37,18.0,133.2,301.13,True,0.8026,0.6484,0.3713,1.4511,higher,0.1894,-0.0258,-0.282,0.1086,neutral
서울특별시,관악구,11620,대,metro_gu,241,33,120,25,28,25.5,164.6,302.8,True,0.5639,0.1192,-0.0585,0.9424,neutral,-0.5211,-0.4907,-0.6194,-0.2925,lower
서울특별시,서초구,11650,대,metro_gu,258,41,128,26,24,71.85,399.75,864.18,True,0.3764,0.9758,-0.2323,1.5109,neutral,0.6862,1.4091,-0.2483,1.7185,neutral
서울특별시,강남구,11680,대,metro_gu,269,58,134,27,10,198.2,434.2,751.72,True,0.2078,-0.1545,-0.273,0.9763,neutral,-0.0755,0.0917,-0.0909,0.3222,neutral
전남광주통합특별시,목포시,12110,대,prov_city,868,146,433,87,73,33.0,230.8,446.89,True,0.8193,0.796,0.2103,1.3927,higher,-0.0043,-0.0269,-0.2179,0.1332,neutral
전남광주통합특별시,목포시,12110,전,prov_city,494,82,246,50,42,106.5,824.25,1668.26,True,-0.5519,-0.4286,-0.5926,-0.0956,lower,0.0497,0.5143,0.1332,0.8841,higher
전남광주통합특별시,여수시,12130,대,urban_rural,1329,265,665,133,70,51.0,298.0,523.04,True,0.6136,0.3392,0.058,0.8603,higher,0.259,0.3628,0.0694,0.6073,higher
전남광주통합특별시,순천시,12150,대,urban_rural,1505,320,752,151,57,90.4,393.0,607.32,True,-0.1058,1.0612,0.1563,1.6532,higher,0.3119,0.9898,0.5668,1.3822,higher
전남광주통합특별시,나주시,12170,전,urban_rural,3343,749,1671,336,87,291.5,1277.5,2050.0,True,-0.0605,0.3,0.0938,0.3667,higher,0.3424,0.1333,0.0,0.2333,neutral
전남광주통합특별시,동구,12210,대,metro_gu,422,39,209,43,68,18.0,154.8,283.37,True,-0.0928,-0.0382,-0.3286,0.4907,neutral,0.0004,0.0764,-0.2248,0.6072,neutral
전남광주통합특별시,서구,12240,대,metro_gu,425,60,212,43,47,25.5,182.0,320.6,True,-0.0877,-0.0571,-0.3341,0.1847,neutral,-0.1556,-0.2924,-0.4947,-0.067,lower
전남광주통합특별시,남구,12270,대,metro_gu,449,69,224,45,44,30.0,248.0,420.6,True,-0.0158,0.0089,-0.1593,0.4618,neutral,0.0648,0.0606,-0.061,0.3117,neutral
전남광주통합특별시,북구,12300,대,metro_gu,599,96,302,60,54,50.35,301.0,508.6,True,0.2111,0.3986,0.0663,0.6222,higher,0.2759,0.2832,0.1149,0.5553,higher
전남광주통합특별시,광산구,12330,대,metro_gu,977,202,488,98,43,92.7,357.3,586.28,True,0.1401,0.1378,-0.2247,0.3331,neutral,0.1413,0.1152,-0.0281,0.2222,neutral
전남광주통합특별시,담양군,12710,대,gun,1026,228,511,103,30,93.0,445.5,627.0,True,0.3248,0.1498,-0.0785,0.7857,neutral,0.2934,0.0242,-0.1167,0.2183,neutral
전남광주통합특별시,곡성군,12720,대,gun,712,159,356,72,19,111.75,377.75,555.9,True,-0.3398,-0.2673,-0.4828,-0.1,lower,0.6214,0.3663,0.0805,0.6223,higher
전남광주통합특별시,구례군,12730,대,gun,520,113,260,52,17,66.75,346.25,584.14,True,-0.2469,-0.033,-0.2834,0.1928,neutral,0.3649,0.1758,-0.0001,0.482,neutral
전남광주통합특별시,구례군,12730,전,gun,1016,234,508,102,20,238.75,909.75,1481.5,True,-0.0168,0.0492,-0.1176,0.3125,neutral,0.06,-0.0164,-0.1344,0.091,neutral
전남광주통합특별시,고흥군,12740,대,gun,1767,409,883,178,34,95.0,360.0,549.0,True,0.2302,-0.1875,-0.353,-0.0333,lower,0.3185,0.125,-0.0286,0.2727,neutral
전남광주통합특별시,보성군,12750,대,gun,1222,292,609,124,15,129.0,432.65,677.0,True,-0.0604,-0.2667,-0.3333,-0.1379,lower,0.3307,0.2667,0.1,0.4483,higher
전남광주통합특별시,화순군,12760,대,gun,1102,227,550,111,49,89.08,406.95,574.95,True,-0.0713,-0.225,-0.4146,0.218,neutral,0.0306,0.0375,-0.0864,0.1974,neutral
전남광주통합특별시,장흥군,12770,대,gun,1036,251,515,104,11,122.0,399.62,601.0,True,0.2407,-0.0333,-0.2426,0.1333,neutral,1.2,0.6667,0.3435,1.0,higher
전남광주통합특별시,강진군,12780,대,gun,790,182,395,79,16,99.75,397.0,643.23,True,-0.2288,0.0,-0.2815,0.2131,neutral,0.7662,0.5,0.069,1.1307,higher
전남광주통합특별시,해남군,12790,대,gun,1939,457,969,194,29,148.0,483.0,721.8,True,0.0011,0.037,-0.1379,0.1538,neutral,1.2319,0.4074,0.2,0.7308,higher
전남광주통합특별시,영암군,12800,대,gun,1274,297,635,128,23,195.0,482.12,742.8,True,-0.5234,-0.163,-0.4,0.25,neutral,-0.2032,-0.087,-0.3051,0.0931,neutral
전남광주통합특별시,무안군,12810,대,gun,1350,317,674,136,21,146.25,478.82,688.0,True,0.3334,-0.1569,-0.3333,-0.0471,lower,-0.1625,0.1765,-0.0567,0.3458,neutral
전남광주통합특별시,함평군,12820,대,gun,1201,280,598,121,23,130.0,510.6,731.0,True,0.0599,-0.1316,-0.25,0.0789,neutral,1.0773,0.5395,0.1842,0.7764,higher
전남광주통합특별시,영광군,12830,대,gun,1444,348,719,147,16,172.0,535.25,783.0,True,0.3849,0.3214,0.0325,0.7857,higher,0.6219,0.3929,0.1333,0.5928,higher
전남광주통합특별시,장성군,12840,대,gun,974,223,484,98,23,99.0,442.75,640.8,True,0.3645,-0.2326,-0.3993,0.1124,neutral,0.3084,0.1628,0.0154,0.4167,higher
전남광주통합특별시,장성군,12840,전,gun,2113,474,1055,212,56,233.0,1058.0,1641.6,True,-0.2282,-0.0918,-0.2745,0.0417,neutral,0.2787,0.4286,0.2358,0.6522,higher
전남광주통합특별시,완도군,12850,답,gun,1885,452,941,189,21,473.0,1843.0,2948.0,True,-0.315,0.0,-0.0833,0.1667,neutral,0.5386,0.25,0.1667,0.4167,higher
전남광주통합특별시,완도군,12850,대,gun,1063,247,528,108,22,80.0,307.5,460.0,True,-0.4327,-0.25,-0.4168,0.0528,neutral,0.0441,0.1389,-0.0557,0.6671,neutral
전남광주통합특별시,진도군,12860,대,gun,706,167,352,71,13,112.0,354.0,508.2,True,-0.1475,-0.0667,-0.3333,0.3,neutral,0.817,-0.0333,-0.2,0.1667,neutral
전남광주통합특별시,신안군,12870,대,gun,1071,256,537,109,13,136.0,423.0,569.0,True,-0.0098,-0.069,-0.2857,0.2145,neutral,0.4276,0.3103,0.1333,0.6298,higher
부산광역시,부산진구,26230,대,metro_gu,1120,32,532,113,276,10.0,75.25,146.0,True,0.4746,0.2226,0.0197,0.8269,higher,-0.2678,-0.2804,-0.5275,-0.0635,lower
부산광역시,동래구,26260,대,metro_gu,278,44,137,28,29,26.0,205.0,381.52,True,0.8626,0.442,0.2484,0.9726,higher,0.2466,0.5172,0.1063,0.7016,higher
부산광역시,해운대구,26350,대,metro_gu,380,46,190,39,49,24.75,218.75,456.0,True,0.2354,0.0741,-0.4043,0.7521,neutral,0.2169,-0.1135,-0.3902,0.4078,neutral
부산광역시,금정구,26410,대,metro_gu,231,43,115,24,15,55.5,243.5,403.0,True,-0.1442,-0.2444,-0.4984,0.3236,neutral,-0.1587,-0.2339,-0.5565,0.0574,neutral
부산광역시,강서구,26440,대,metro_gu,497,100,248,50,26,65.0,465.1,856.56,True,0.667,0.2918,0.1158,1.116,higher,0.1695,0.1343,-0.1181,0.2993,neutral
부산광역시,연제구,26470,대,metro_gu,229,36,114,23,22,39.7,176.5,314.92,True,0.3888,0.6714,-0.0778,1.0583,neutral,-0.0603,-0.1567,-0.3752,0.1958,neutral
부산광역시,사상구,26530,대,metro_gu,254,36,127,26,28,34.25,200.0,555.4,True,0.1759,0.1412,-0.0556,0.3973,neutral,-0.2019,-0.2043,-0.3527,0.0,neutral
부산광역시,기장군,26710,답,gun,1149,230,571,115,62,200.0,913.0,1613.8,True,-0.1799,-0.3257,-0.3622,-0.1932,lower,0.3748,0.1771,0.0026,0.3514,higher
부산광역시,기장군,26710,대,gun,474,96,235,48,24,66.0,418.65,690.98,True,-0.0033,-0.0548,-0.3981,0.2721,neutral,-0.0028,-0.0136,-0.223,0.2507,neutral
부산광역시,기장군,26710,전,gun,600,112,300,60,38,119.75,656.5,1139.2,True,-0.2353,-0.2199,-0.4487,0.0137,neutral,0.352,0.0733,-0.1893,0.5344,neutral
대구광역시,동구,27140,대,metro_gu,555,106,273,56,37,53.0,254.55,372.4,True,-0.3147,-0.3181,-0.5858,0.0624,neutral,-0.4824,-0.43,-0.6124,-0.2041,lower
대구광역시,북구,27230,대,metro_gu,487,33,243,49,89,16.25,223.7,349.76,True,-0.2733,-0.2047,-0.3079,0.0419,neutral,0.2095,0.6057,-0.1775,1.5061,neutral
대구광역시,수성구,27260,대,metro_gu,395,57,197,40,42,56.5,262.8,527.2,True,0.1484,-0.1402,-0.3273,0.3575,neutral,-0.296,-0.3269,-0.4742,-0.188,lower
대구광역시,달성군,27710,대,gun,527,94,263,53,38,80.5,378.85,632.36,True,0.2644,0.0825,-0.231,0.4157,neutral,0.1258,-0.1537,-0.2601,0.1219,neutral
대구광역시,군위군,27720,대,gun,304,70,152,31,6,107.5,384.75,594.1,True,0.3046,0.819,0.1946,1.1866,higher,0.7069,0.7143,0.3682,1.0968,higher
대구광역시,군위군,27720,전,gun,1151,268,574,116,21,301.0,1410.0,2329.0,True,-0.2375,-0.1042,-0.2453,0.0213,neutral,0.2775,0.2188,-0.0107,0.4071,neutral
인천광역시,제물포구,28125,대,metro_gu,429,46,214,44,62,17.9,101.8,277.4,True,0.7358,1.0717,0.6875,1.311,higher,-0.1369,-0.1093,-0.2489,-0.044,lower
인천광역시,영종구,28155,대,metro_gu,790,185,394,79,13,271.65,403.43,744.1,True,1.397,0.8669,0.4147,2.025,higher,-0.0071,-0.0565,-0.072,-0.0362,lower
인천광역시,미추홀구,28177,대,metro_gu,651,70,325,66,93,24.35,160.65,308.3,True,0.5474,0.504,0.3254,0.881,higher,-0.0841,-0.1378,-0.2449,0.0,neutral
인천광역시,연수구,28185,대,metro_gu,258,54,128,26,11,128.93,460.35,992.3,True,-0.2531,-0.3812,-0.6251,-0.0467,lower,-0.0555,-0.1567,-0.2359,0.2033,neutral
인천광역시,남동구,28200,대,metro_gu,250,54,124,25,9,118.22,352.85,712.08,True,0.6603,0.681,0.1852,2.1053,higher,0.0954,0.1412,-0.1479,0.3996,neutral
인천광역시,서해구,28275,대,metro_gu,265,53,132,27,14,237.0,533.6,1994.44,True,0.3803,-0.0022,-0.6007,0.6894,neutral,-0.0525,0.0395,-0.1997,0.3224,neutral
인천광역시,검단구,28290,대,metro_gu,643,143,321,65,18,240.55,469.95,1100.8,True,1.239,0.3545,0.1364,1.4141,higher,-0.0473,0.1062,-0.0461,0.1602,neutral
인천광역시,강화군,28710,답,gun,4689,1081,2344,469,92,449.0,2782.0,4245.76,True,-0.5685,-0.44,-0.4615,-0.4211,lower,0.8603,1.6267,1.4868,1.7397,higher
인천광역시,강화군,28710,대,gun,1328,294,665,133,38,100.75,431.0,615.9,True,-0.1069,-0.0369,-0.1174,0.0708,neutral,0.29,0.2005,0.0793,0.3028,higher
인천광역시,강화군,28710,전,gun,4440,926,2221,444,185,206.0,767.0,1398.4,True,-0.3546,-0.4039,-0.4272,-0.3586,lower,0.0449,-0.0345,-0.0941,0.0293,neutral
인천광역시,옹진군,28720,답,gun,718,159,358,72,21,247.25,1229.75,2274.0,True,-0.554,-0.8967,-0.9091,-0.8389,lower,0.4661,0.3052,-0.0255,0.7822,neutral
인천광역시,옹진군,28720,대,gun,294,64,146,30,10,67.25,314.75,527.0,True,0.0391,0.0063,-0.3136,0.7333,neutral,0.2409,0.4353,-0.2206,1.2394,neutral
인천광역시,옹진군,28720,전,gun,936,203,464,94,36,200.0,862.0,1635.15,True,-0.6472,-0.8636,-0.9026,-0.7583,lower,0.0697,0.0413,-0.1357,0.4002,neutral
대전광역시,동구,30110,대,metro_gu,564,103,281,57,39,57.0,268.75,431.4,True,-0.2924,-0.161,-0.4058,-0.0344,lower,-0.2654,-0.1623,-0.2972,-0.1156,lower
대전광역시,중구,30140,대,metro_gu,829,113,407,83,102,23.0,198.1,334.2,True,0.0519,0.0393,-0.1311,0.4266,neutral,-0.3088,-0.29,-0.4393,-0.075,lower
대전광역시,서구,30170,대,metro_gu,422,91,210,43,15,183.6,378.85,693.03,True,0.4644,0.2207,-0.111,1.0062,neutral,-0.2448,-0.331,-0.4327,-0.2059,lower
대전광역시,유성구,30200,대,metro_gu,569,126,284,57,17,218.8,443.7,858.62,True,0.8231,0.8196,0.2263,1.2963,higher,-0.015,-0.1753,-0.2837,-0.0896,lower
대전광역시,대덕구,30230,대,metro_gu,304,59,151,31,18,70.0,308.45,502.3,True,0.1451,0.0547,-0.2928,0.5678,neutral,-0.1305,-0.1282,-0.2611,0.0156,neutral
울산광역시,중구,31110,대,metro_gu,303,33,149,31,45,23.0,252.1,375.32,True,-0.0297,0.1664,-0.1673,0.5822,neutral,0.2157,0.5219,-0.2722,0.9713,neutral
울산광역시,남구,31140,대,metro_gu,347,60,173,35,27,95.5,354.6,659.94,True,-0.5035,-0.6287,-0.6623,-0.3539,lower,-0.3862,-0.4256,-0.6055,-0.1298,lower
울산광역시,울주군,31710,답,gun,3465,760,1733,347,107,326.0,1484.0,2314.6,True,-0.2922,-0.4051,-0.4639,-0.3046,lower,0.4204,0.2785,0.1687,0.3974,higher
울산광역시,울주군,31710,대,gun,1086,238,543,109,34,127.8,489.0,836.3,True,-0.1122,-0.1893,-0.3892,-0.0794,lower,-0.1354,-0.3532,-0.4653,-0.2728,lower
울산광역시,울주군,31710,전,gun,1512,299,752,152,83,169.0,775.5,1342.6,True,-0.2226,-0.3968,-0.5263,-0.1651,lower,0.2221,0.1927,0.0146,0.3784,higher
세종특별자치시,전의면,36110,답,urban_rural,1544,328,770,155,60,377.0,1918.75,2850.67,True,-0.4354,-0.2783,-0.408,-0.1611,lower,0.6664,0.4292,0.1585,0.6675,higher
세종특별자치시,장군면,36110,답,urban_rural,1544,328,770,155,60,377.0,1918.75,2850.67,True,-0.4354,-0.2783,-0.408,-0.1611,lower,0.6664,0.4292,0.1585,0.6675,higher
세종특별자치시,부강면,36110,답,urban_rural,1544,328,770,155,60,377.0,1918.75,2850.67,True,-0.4354,-0.2783,-0.408,-0.1611,lower,0.6664,0.4292,0.1585,0.6675,higher
세종특별자치시,금남면,36110,대,urban_rural,1075,216,538,109,53,144.0,476.0,700.0,True,-0.0161,-0.2665,-0.389,-0.14,lower,-0.1769,-0.2389,-0.3911,-0.097,lower
세종특별자치시,전동면,36110,전,urban_rural,1600,361,799,160,40,285.0,1246.25,2031.6,True,-0.2386,-0.1217,-0.3104,0.0782,neutral,0.3144,0.3363,0.128,0.569,higher
세종특별자치시,장군면,36110,전,urban_rural,1600,361,799,160,40,285.0,1246.25,2031.6,True,-0.2386,-0.1217,-0.3104,0.0782,neutral,0.3144,0.3363,0.128,0.569,higher
세종특별자치시,연서면,36110,전,urban_rural,1600,361,799,160,40,285.0,1246.25,2031.6,True,-0.2386,-0.1217,-0.3104,0.0782,neutral,0.3144,0.3363,0.128,0.569,higher
경기도,수원시 권선구,41113,답,cap_city,236,44,118,24,15,232.5,1514.0,2497.0,True,-0.4067,-0.3595,-0.5263,-0.0603,lower,0.6098,0.8438,0.2059,2.021,higher
경기도,수원시 권선구,41113,대,cap_city,576,114,289,58,30,65.34,291.0,615.9,True,0.1598,0.0593,-0.154,0.3818,neutral,0.4043,-0.0587,-0.144,0.1016,neutral
경기도,수원시 권선구,41113,전,cap_city,263,21,131,27,45,61.5,910.5,1720.2,True,-0.3292,-0.1129,-0.4097,0.2793,neutral,0.3867,0.9374,-0.0719,2.0,neutral
경기도,수원시 영통구,41117,대,cap_city,230,0,111,23,61,8.21,72.75,568.12,False,-0.7971,-0.9995,-0.9996,-0.671,lower,,,,,skip
경기도,성남시 수정구,41131,대,cap_city,226,44,111,23,14,51.2,253.03,1049.0,True,-0.0984,-0.3951,-0.4953,0.0699,neutral,-0.2031,-0.516,-0.6114,-0.3909,lower
경기도,의정부시,41150,대,cap_city,458,71,227,46,45,43.0,284.57,631.45,True,-0.0928,0.2526,0.1471,0.6031,higher,0.1874,0.1582,-0.0135,0.3389,neutral
경기도,의정부시,41150,전,cap_city,256,28,128,26,36,89.75,783.5,1383.0,True,-0.3586,-0.3993,-0.7645,0.0167,neutral,0.0669,0.4719,-0.2052,1.2579,neutral
경기도,광명시,41210,대,cap_city,390,83,189,39,20,66.0,255.8,506.2,True,0.1704,0.1099,0.0245,0.1267,higher,0.7352,0.3968,0.0497,1.3157,higher
경기도,평택시,41220,답,cap_city,4600,989,2300,460,162,474.0,2427.0,3947.01,True,-0.4826,-0.477,-0.5,-0.4341,lower,0.843,1.1954,0.9945,1.3767,higher
경기도,평택시,41220,대,cap_city,2430,532,1215,243,76,134.07,369.0,683.5,True,0.2706,-0.4868,-0.5739,-0.3457,lower,-0.1514,-0.569,-0.6152,-0.5138,lower
경기도,평택시,41220,전,cap_city,3095,511,1548,310,263,137.5,932.0,1763.0,True,-0.1624,-0.1418,-0.2947,-0.0476,lower,0.0455,0.0638,-0.0614,0.1491,neutral
경기도,동두천시,41250,답,cap_city,200,32,100,20,18,120.25,1211.5,2346.0,True,-0.5039,-0.3418,-0.5775,-0.0397,lower,0.285,0.6328,-0.0505,1.2548,neutral
경기도,동두천시,41250,대,cap_city,480,74,241,48,46,38.75,294.0,595.0,True,-0.2113,-0.4105,-0.5812,-0.0463,lower,0.088,0.0775,-0.1545,0.5065,neutral
경기도,동두천시,41250,전,cap_city,549,84,272,55,56,130.0,1057.0,2043.6,True,-0.4412,-0.3201,-0.3793,-0.1034,lower,0.2634,0.3068,0.033,0.8776,higher
경기도,안산시 단원구,41273,답,cap_city,938,190,469,94,45,231.25,959.0,1650.9,True,-0.316,-0.3278,-0.3937,-0.1883,lower,0.0984,-0.0021,-0.0981,0.157,neutral
경기도,안산시 단원구,41273,전,cap_city,842,171,420,85,40,220.25,875.5,1510.5,True,-0.1391,-0.1805,-0.2855,-0.062,lower,0.1554,0.083,-0.0205,0.1418,neutral
경기도,고양시 덕양구,41281,답,cap_city,648,136,324,66,26,262.75,1499.25,2570.0,True,-0.3656,-0.3217,-0.4119,-0.2078,lower,0.4932,0.2668,0.1185,0.5202,higher
경기도,고양시 덕양구,41281,대,cap_city,396,69,198,41,30,53.75,301.0,622.0,True,0.5952,0.5466,0.0897,1.2696,higher,0.5007,0.1784,-0.2671,0.6162,neutral
경기도,고양시 덕양구,41281,전,cap_city,1094,218,544,110,58,196.0,1034.75,1799.4,True,-0.3983,-0.3181,-0.444,-0.1333,lower,0.4724,0.4747,0.1759,0.7215,higher
경기도,고양시 일산동구,41285,답,cap_city,307,61,153,31,16,215.0,1553.5,2702.4,True,-0.042,-0.3363,-0.4728,0.3299,neutral,0.0013,0.1297,-0.1267,0.3246,neutral
경기도,고양시 일산동구,41285,대,cap_city,228,51,114,23,6,134.75,573.75,1029.7,True,0.1618,-0.0214,-0.3906,0.7674,neutral,-0.2556,-0.2465,-0.455,-0.0006,lower
경기도,고양시 일산동구,41285,전,cap_city,507,89,254,51,38,151.5,999.0,2244.4,True,0.1678,-0.1811,-0.3067,0.6024,neutral,0.1252,-0.1024,-0.27,0.4344,neutral
경기도,고양시 일산서구,41287,전,cap_city,219,45,108,22,11,281.0,1626.5,2498.2,True,-0.6197,-0.5919,-0.6444,-0.4753,lower,0.5385,0.1348,-0.0365,1.0192,neutral
경기도,구리시,41310,대,cap_city,199,35,99,20,15,37.5,251.5,510.8,True,0.1537,0.3251,0.2316,0.4615,higher,-0.0668,-0.0832,-0.189,0.0318,neutral
경기도,남양주시,41360,답,cap_city,1646,260,820,165,154,115.0,925.75,1653.5,True,-0.0954,-0.3567,-0.4606,-0.0845,lower,0.3858,0.2181,0.1065,0.462,higher
경기도,남양주시,41360,대,cap_city,1124,190,559,113,94,63.0,418.25,772.5,True,0.315,-0.206,-0.3328,0.0226,neutral,0.0464,-0.0644,-0.1882,0.1443,neutral
경기도,남양주시,41360,전,cap_city,2510,416,1251,252,215,120.0,796.75,1471.0,True,-0.2201,-0.167,-0.2923,-0.0769,lower,0.368,0.4498,0.2515,0.6865,higher
경기도,오산시,41370,답,cap_city,590,123,293,59,26,267.0,1623.5,2797.5,True,-0.0392,-0.131,-0.2326,0.3129,neutral,0.2519,0.291,0.0079,0.5551,higher
경기도,오산시,41370,대,cap_city,421,89,210,43,17,130.0,536.0,933.4,True,0.1629,-0.0258,-0.2348,0.0988,neutral,-0.242,-0.4005,-0.4885,-0.3425,lower
경기도,오산시,41370,전,cap_city,505,101,252,51,26,201.1,1233.0,2193.2,True,-0.099,-0.0958,-0.3313,0.1136,neutral,0.1768,0.0708,-0.0943,0.2391,neutral
경기도,시흥시,41390,대,cap_city,478,90,238,48,30,124.42,410.75,954.26,True,0.2317,0.3012,0.106,0.554,higher,-0.0318,-0.0551,-0.1499,0.047,neutral
경기도,의왕시,41430,전,cap_city,222,19,111,23,37,90.25,747.0,1350.4,False,-0.2301,-0.0207,-0.2678,0.4108,neutral,,,,,skip
경기도,하남시,41450,답,cap_city,254,41,126,26,23,112.25,822.75,1622.7,True,-0.4188,-0.2063,-0.4629,-0.0018,lower,0.0647,0.085,-0.1106,0.6327,neutral
경기도,하남시,41450,대,cap_city,221,39,110,23,18,43.0,620.0,1625.7,True,1.2204,1.6121,1.1216,2.3763,higher,-0.2889,-0.2586,-0.3955,-0.1036,lower
경기도,하남시,41450,전,cap_city,397,63,197,40,38,119.0,746.0,1220.8,True,-0.4503,-0.4098,-0.605,-0.2837,lower,0.4328,1.0882,0.4913,1.4798,higher
경기도,용인시 처인구,41461,답,cap_city,3552,689,1774,356,201,264.0,1818.5,2868.4,True,-0.3999,-0.51,-0.5607,-0.443,lower,0.3968,0.4613,0.3361,0.6092,higher
경기도,용인시 처인구,41461,대,cap_city,1472,276,735,148,93,73.0,493.5,779.6,True,0.0555,0.1113,-0.1351,0.2521,neutral,0.28,0.2254,0.0721,0.3622,higher
경기도,용인시 처인구,41461,전,cap_city,3325,585,1658,333,252,172.0,1028.0,1907.0,True,-0.2034,-0.2612,-0.3449,-0.118,lower,0.3012,0.3035,0.1469,0.436,higher
경기도,용인시 기흥구,41463,답,cap_city,239,32,120,24,28,103.5,1032.0,2228.4,True,-0.2523,-0.0883,-0.3306,0.1263,neutral,0.4703,0.1129,-0.2869,0.7729,neutral
경기도,용인시 기흥구,41463,대,cap_city,406,67,203,41,35,56.0,446.0,723.85,True,0.0629,0.1367,-0.1845,0.4769,neutral,-0.0875,-0.1973,-0.4109,0.0845,neutral
경기도,용인시 기흥구,41463,전,cap_city,242,35,121,26,26,103.25,748.0,1792.0,True,-0.2272,-0.3979,-0.537,-0.0891,lower,0.2087,0.0421,-0.2088,0.5539,neutral
경기도,용인시 수지구,41465,대,cap_city,303,55,151,31,21,93.5,537.5,831.0,True,0.4565,0.1254,-0.1981,1.1295,neutral,0.0677,-0.0587,-0.2528,0.2993,neutral
경기도,파주시,41480,답,cap_city,5376,1155,2678,540,199,331.0,2186.25,3306.0,True,-0.4357,-0.2253,-0.2632,-0.1544,lower,0.6588,0.9051,0.7581,1.0,higher
경기도,파주시,41480,대,cap_city,1997,421,998,201,83,67.0,423.0,770.0,True,0.2005,-0.136,-0.3141,-0.0144,lower,0.1021,0.1013,-0.0547,0.2348,neutral
경기도,파주시,41480,전,cap_city,4241,859,2110,425,213,179.0,1230.0,2380.0,True,-0.6227,-0.6887,-0.7227,-0.6398,lower,0.2755,0.2972,0.1415,0.4242,higher
경기도,이천시,41500,전,cap_city,4829,969,2410,484,243,268.0,1421.0,2674.0,True,-0.2425,-0.3267,-0.3994,-0.1987,lower,0.1975,0.22,0.1523,0.3125,higher
경기도,안성시,41550,답,cap_city,5261,1149,2628,527,170,416.0,2227.0,3358.0,True,-0.3599,-0.3088,-0.3504,-0.2538,lower,0.4356,0.5368,0.41,0.6743,higher
경기도,안성시,41550,대,cap_city,1613,366,806,162,38,115.0,526.0,808.6,True,0.2662,0.0618,-0.0797,0.1863,neutral,0.1594,0.1807,0.0806,0.3291,higher
경기도,안성시,41550,전,cap_city,4016,878,2009,402,126,260.75,1296.0,2240.0,True,-0.134,-0.006,-0.1264,0.0838,neutral,0.2067,0.1527,0.0529,0.253,higher
경기도,김포시,41570,답,cap_city,2669,517,1334,267,151,301.0,2223.5,3584.6,True,-0.4037,-0.4426,-0.5363,-0.3991,lower,0.4917,0.5533,0.4163,0.6307,higher
경기도,김포시,41570,대,cap_city,1377,286,688,138,59,80.0,433.0,776.8,True,0.1405,-0.08,-0.3021,0.0595,neutral,0.0641,-0.2292,-0.3392,-0.0491,lower
경기도,김포시,41570,전,cap_city,2677,418,1336,268,255,126.0,856.0,1565.6,True,-0.1889,-0.2372,-0.3355,-0.153,lower,0.1968,0.1206,0.0309,0.2149,higher
경기도,화성시,41590,답,cap_city,361,53,180,37,38,175.0,1295.0,2093.0,True,-0.1354,-0.3067,-0.4168,-0.1008,lower,0.1945,0.0324,-0.1731,0.2519,neutral
경기도,화성시,41590,대,cap_city,550,115,274,55,23,209.48,377.88,817.43,True,0.8514,0.4413,0.0526,1.0759,higher,-0.2819,-0.3245,-0.411,-0.2455,lower
경기도,화성시,41590,전,cap_city,403,53,201,41,48,82.5,664.5,1377.6,True,-0.1512,-0.1863,-0.3204,-0.0331,lower,0.1955,0.2484,-0.1945,0.6325,neutral
경기도,화성시 만세구,41591,답,cap_city,7471,1558,3733,748,312,336.0,1619.5,2863.0,True,-0.4861,-0.5319,-0.5596,-0.5135,lower,0.3531,0.4468,0.3299,0.5676,higher
경기도,화성시 만세구,41591,대,cap_city,1934,411,966,196,73,117.62,476.75,780.0,True,0.3667,-0.1222,-0.2478,-0.0131,lower,0.0159,-0.0616,-0.1569,0.0431,neutral
경기도,화성시 만세구,41591,전,cap_city,6754,1312,3372,676,381,173.0,967.75,1726.7,True,-0.1845,-0.1852,-0.2243,-0.1218,lower,0.0949,0.0685,0.0128,0.1462,higher
경기도,화성시 효행구,41593,답,cap_city,1661,320,830,167,96,269.0,1495.0,2455.0,True,-0.3868,-0.321,-0.409,-0.2645,lower,0.5477,0.4959,0.3128,0.7129,higher
경기도,화성시 효행구,41593,대,cap_city,560,124,277,56,19,99.0,440.75,734.25,True,0.503,-0.2069,-0.4943,0.4618,neutral,-0.0184,-0.1784,-0.3368,0.038,neutral
경기도,화성시 효행구,41593,전,cap_city,1648,292,823,165,121,156.0,925.25,1538.2,True,-0.3214,-0.2813,-0.3419,-0.1555,lower,0.4054,0.4801,0.3362,0.7107,higher
