법정동코드,기준연월,시도명,시군구명,읍면동명,리명,계
4415038022,2026-03-31,충청남도,공주시,우성면,단지리,239
4415038023,2026-03-31,충청남도,공주시,우성면,방문리,273
4415038024,2026-03-31,충청남도,공주시,우성면,상서리,548
4415038025,2026-03-31,충청남도,공주시,우성면,평목리,63
4415038026,2026-03-31,충청남도,공주시,우성면,도천리,207
4415038027,2026-03-31,충청남도,공주시,우성면,신웅리,190
4415038028,2026-03-31,충청남도,공주시,우성면,내산리,276
4415038029,2026-03-31,충청남도,공주시,우성면,한천리,225
4415038030,2026-03-31,충청남도,공주시,우성면,동곡리,98
4415038031,2026-03-31,충청남도,공주시,우성면,반촌리,164
4415038032,2026-03-31,충청남도,공주시,우성면,귀산리,225
4415038033,2026-03-31,충청남도,공주시,우성면,목천리,430
4415038034,2026-03-31,충청남도,공주시,우성면,방흥리,213
4415038035,2026-03-31,충청남도,공주시,우성면,보흥리,252
4415038036,2026-03-31,충청남도,공주시,우성면,대성리,244
4415038037,2026-03-31,충청남도,공주시,우성면,안양리,65
4415038038,2026-03-31,충청남도,공주시,우성면,용봉리,298
4415038039,2026-03-31,충청남도,공주시,우성면,봉현리,120
4415038040,2026-03-31,충청남도,공주시,우성면,어천리,79
4415038041,2026-03-31,충청남도,공주시,우성면,죽당리,83
4415038042,2026-03-31,충청남도,공주시,우성면,오동리,44
4415038043,2026-03-31,충청남도,공주시,우성면,옥성리,151
4415039021,2026-03-31,충청남도,공주시,사곡면,호계리,413
4415039022,2026-03-31,충청남도,공주시,사곡면,신영리,352
4415039023,2026-03-31,충청남도,공주시,사곡면,화월리,334
4415039024,2026-03-31,충청남도,공주시,사곡면,계실리,166
4415039025,2026-03-31,충청남도,공주시,사곡면,해월리,165
4415039026,2026-03-31,충청남도,공주시,사곡면,고당리,151
4415039027,2026-03-31,충청남도,공주시,사곡면,대중리,82
4415039028,2026-03-31,충청남도,공주시,사곡면,가교리,222
4415039029,2026-03-31,충청남도,공주시,사곡면,운암리,336
4415039030,2026-03-31,충청남도,공주시,사곡면,회학리,90
4415039031,2026-03-31,충청남도,공주시,사곡면,월가리,167
4415039032,2026-03-31,충청남도,공주시,사곡면,유룡리,97
4415039033,2026-03-31,충청남도,공주시,사곡면,부곡리,92
4415040021,2026-03-31,충청남도,공주시,신풍면,산정리,640
4415040022,2026-03-31,충청남도,공주시,신풍면,동원리,261
4415040023,2026-03-31,충청남도,공주시,신풍면,조평리,240
4415040024,2026-03-31,충청남도,공주시,신풍면,봉갑리,424
4415040025,2026-03-31,충청남도,공주시,신풍면,용수리,80
4415040026,2026-03-31,충청남도,공주시,신풍면,쌍대리,120
4415040027,2026-03-31,충청남도,공주시,신풍면,청흥리,129
4415040028,2026-03-31,충청남도,공주시,신풍면,대룡리,178
4415040029,2026-03-31,충청남도,공주시,신풍면,입동리,143
4415040030,2026-03-31,충청남도,공주시,신풍면,백룡리,249
4415040031,2026-03-31,충청남도,공주시,신풍면,선학리,129
4415040032,2026-03-31,충청남도,공주시,신풍면,영정리,172
4415040033,2026-03-31,충청남도,공주시,신풍면,평소리,152
4415040034,2026-03-31,충청남도,공주시,신풍면,화흥리,108
4418010100,2026-03-31,충청남도,보령시,대천동,,11387
4418010200,2026-03-31,충청남도,보령시,죽정동,,6866
4418010300,2026-03-31,충청남도,보령시,화산동,,394
4418010400,2026-03-31,충청남도,보령시,동대동,,14823
4418010500,2026-03-31,충청남도,보령시,명천동,,15509
4418010600,2026-03-31,충청남도,보령시,궁촌동,,1677
4418010700,2026-03-31,충청남도,보령시,내항동,,949
4418010800,2026-03-31,충청남도,보령시,남곡동,,692
4418010900,2026-03-31,충청남도,보령시,요암동,,513
4418011000,2026-03-31,충청남도,보령시,신흑동,,3579
4418025021,2026-03-31,충청남도,보령시,웅천읍,대창리,1929
4418025022,2026-03-31,충청남도,보령시,웅천읍,평리,191
4418025023,2026-03-31,충청남도,보령시,웅천읍,수부리,432
4418025024,2026-03-31,충청남도,보령시,웅천읍,성동리,303
4418025025,2026-03-31,충청남도,보령시,웅천읍,대천리,259
4418025026,2026-03-31,충청남도,보령시,웅천읍,두룡리,260
4418025027,2026-03-31,충청남도,보령시,웅천읍,구룡리,194
4418025028,2026-03-31,충청남도,보령시,웅천읍,관당리,699
4418025029,2026-03-31,충청남도,보령시,웅천읍,독산리,351
4418025030,2026-03-31,충청남도,보령시,웅천읍,소황리,86
4418025031,2026-03-31,충청남도,보령시,웅천읍,황교리,142
4418025032,2026-03-31,충청남도,보령시,웅천읍,죽청리,271
4418025033,2026-03-31,충청남도,보령시,웅천읍,노천리,294
4418031021,2026-03-31,충청남도,보령시,주포면,보령리,374
4418031022,2026-03-31,충청남도,보령시,주포면,마강리,211
4418031023,2026-03-31,충청남도,보령시,주포면,봉당리,355
4418031024,2026-03-31,충청남도,보령시,주포면,관산리,336
4418031025,2026-03-31,충청남도,보령시,주포면,연지리,173
4418032021,2026-03-31,충청남도,보령시,오천면,소성리,646
4418032022,2026-03-31,충청남도,보령시,오천면,영보리,290
4418032023,2026-03-31,충청남도,보령시,오천면,교성리,418
4418032024,2026-03-31,충청남도,보령시,오천면,갈현리,96
4418032025,2026-03-31,충청남도,보령시,오천면,오포리,357
4418032026,2026-03-31,충청남도,보령시,오천면,효자도리,245
4418032027,2026-03-31,충청남도,보령시,오천면,원산도리,883
4418032028,2026-03-31,충청남도,보령시,오천면,삽시도리,755
4418032029,2026-03-31,충청남도,보령시,오천면,녹도리,361
4418032030,2026-03-31,충청남도,보령시,오천면,외연도리,302
4418033021,2026-03-31,충청남도,보령시,천북면,하만리,622
4418033022,2026-03-31,충청남도,보령시,천북면,학성리,533
4418033023,2026-03-31,충청남도,보령시,천북면,사호리,310
4418033024,2026-03-31,충청남도,보령시,천북면,장은리,408
4418033025,2026-03-31,충청남도,보령시,천북면,궁포리,209
4418033026,2026-03-31,충청남도,보령시,천북면,낙동리,589
4418033027,2026-03-31,충청남도,보령시,천북면,신덕리,174
4418033028,2026-03-31,충청남도,보령시,천북면,신죽리,220
4418034021,2026-03-31,충청남도,보령시,청소면,진죽리,692
4418034022,2026-03-31,충청남도,보령시,청소면,신송리,205
4418034023,2026-03-31,충청남도,보령시,청소면,재정리,175
4418034024,2026-03-31,충청남도,보령시,청소면,죽림리,367
4418034025,2026-03-31,충청남도,보령시,청소면,성연리,193
4418034026,2026-03-31,충청남도,보령시,청소면,정전리,202
4418034027,2026-03-31,충청남도,보령시,청소면,야현리,199
4418034028,2026-03-31,충청남도,보령시,청소면,장곡리,219
4418035021,2026-03-31,충청남도,보령시,청라면,나원리,606
4418035022,2026-03-31,충청남도,보령시,청라면,소양리,308
4418035023,2026-03-31,충청남도,보령시,청라면,내현리,300
4418035024,2026-03-31,충청남도,보령시,청라면,의평리,572
4418035025,2026-03-31,충청남도,보령시,청라면,향천리,387
4418035026,2026-03-31,충청남도,보령시,청라면,장산리,254
4418035027,2026-03-31,충청남도,보령시,청라면,옥계리,171
4418035028,2026-03-31,충청남도,보령시,청라면,황룡리,312
4418035029,2026-03-31,충청남도,보령시,청라면,장현리,293
4418035030,2026-03-31,충청남도,보령시,청라면,신산리,123
4418035031,2026-03-31,충청남도,보령시,청라면,음현리,79
4418036021,2026-03-31,충청남도,보령시,남포면,읍내리,183
4418036022,2026-03-31,충청남도,보령시,남포면,옥동리,118
4418036023,2026-03-31,충청남도,보령시,남포면,창동리,724
4418036024,2026-03-31,충청남도,보령시,남포면,봉덕리,781
4418036025,2026-03-31,충청남도,보령시,남포면,제석리,453
4418036026,2026-03-31,충청남도,보령시,남포면,삼현리,450
4418036027,2026-03-31,충청남도,보령시,남포면,소송리,195
4418036028,2026-03-31,충청남도,보령시,남포면,옥서리,364
4418036029,2026-03-31,충청남도,보령시,남포면,달산리,377
4418036030,2026-03-31,충청남도,보령시,남포면,신흥리,230
4418036031,2026-03-31,충청남도,보령시,남포면,양항리,348
4418036032,2026-03-31,충청남도,보령시,남포면,양기리,208
4418036033,2026-03-31,충청남도,보령시,남포면,월전리,290
4418038021,2026-03-31,충청남도,보령시,주산면,금암리,317
4418038022,2026-03-31,충청남도,보령시,주산면,야룡리,243
4418038023,2026-03-31,충청남도,보령시,주산면,주야리,222
4418038024,2026-03-31,충청남도,보령시,주산면,신구리,176
4418038025,2026-03-31,충청남도,보령시,주산면,유곡리,159
4418038026,2026-03-31,충청남도,보령시,주산면,증산리,287
4418038027,2026-03-31,충청남도,보령시,주산면,창암리,198
4418038028,2026-03-31,충청남도,보령시,주산면,화평리,66
4418038029,2026-03-31,충청남도,보령시,주산면,동오리,147
4418038030,2026-03-31,충청남도,보령시,주산면,삼곡리,197
4418038031,2026-03-31,충청남도,보령시,주산면,황율리,131
4418039021,2026-03-31,충청남도,보령시,미산면,평라리,35
4418039022,2026-03-31,충청남도,보령시,미산면,도화담리,293
4418039023,2026-03-31,충청남도,보령시,미산면,풍계리,106
4418039024,2026-03-31,충청남도,보령시,미산면,용수리,75
4418039025,2026-03-31,충청남도,보령시,미산면,늑전리,90
4418039026,2026-03-31,충청남도,보령시,미산면,도흥리,100
4418039027,2026-03-31,충청남도,보령시,미산면,봉성리,186
4418039028,2026-03-31,충청남도,보령시,미산면,옥현리,156
4418039029,2026-03-31,충청남도,보령시,미산면,은현리,87
4418039030,2026-03-31,충청남도,보령시,미산면,내평리,137
4418039031,2026-03-31,충청남도,보령시,미산면,삼계리,83
4418039032,2026-03-31,충청남도,보령시,미산면,대농리,88
4418039033,2026-03-31,충청남도,보령시,미산면,풍산리,85
4418039034,2026-03-31,충청남도,보령시,미산면,남심리,76
4418040021,2026-03-31,충청남도,보령시,성주면,성주리,1309
4418040022,2026-03-31,충청남도,보령시,성주면,개화리,567
4418041021,2026-03-31,충청남도,보령시,주교면,주교리,894
4418041022,2026-03-31,충청남도,보령시,주교면,은포리,939
4418041023,2026-03-31,충청남도,보령시,주교면,송학리,640
4418041024,2026-03-31,충청남도,보령시,주교면,고정리,345
4418041025,2026-03-31,충청남도,보령시,주교면,관창리,951
4418041026,2026-03-31,충청남도,보령시,주교면,신대리,1004
4420010100,2026-03-31,충청남도,아산시,온천동,,19204
4420010200,2026-03-31,충청남도,아산시,실옥동,,4412
4420010300,2026-03-31,충청남도,아산시,방축동,,6912
4420010400,2026-03-31,충청남도,아산시,기산동,,257
4420010500,2026-03-31,충청남도,아산시,초사동,,537
4420010600,2026-03-31,충청남도,아산시,신인동,,1303
4420010700,2026-03-31,충청남도,아산시,법곡동,,2375
4420010800,2026-03-31,충청남도,아산시,장존동,,3138
4420010900,2026-03-31,충청남도,아산시,좌부동,,3690
4420011000,2026-03-31,충청남도,아산시,읍내동,,1532
4420011100,2026-03-31,충청남도,아산시,풍기동,,14533
4420011200,2026-03-31,충청남도,아산시,용화동,,19317
4420011300,2026-03-31,충청남도,아산시,모종동,,25504
4420011400,2026-03-31,충청남도,아산시,권곡동,,13791
4420011500,2026-03-31,충청남도,아산시,배미동,,2190
4420011600,2026-03-31,충청남도,아산시,득산동,,1773
4420011700,2026-03-31,충청남도,아산시,점양동,,101
4420011800,2026-03-31,충청남도,아산시,신동,,304
4420011900,2026-03-31,충청남도,아산시,남동,,314
4420025021,2026-03-31,충청남도,아산시,염치읍,산양리,197
4420025022,2026-03-31,충청남도,아산시,염치읍,강청리,148
4420025023,2026-03-31,충청남도,아산시,염치읍,서원리,370
4420025024,2026-03-31,충청남도,아산시,염치읍,중방리,102
4420025025,2026-03-31,충청남도,아산시,염치읍,염성리,352
4420025026,2026-03-31,충청남도,아산시,염치읍,쌍죽리,86
4420025027,2026-03-31,충청남도,아산시,염치읍,동정리,164
4420025028,2026-03-31,충청남도,아산시,염치읍,곡교리,224
4420025029,2026-03-31,충청남도,아산시,염치읍,석두리,162
4420025030,2026-03-31,충청남도,아산시,염치읍,석정리,625
4420025031,2026-03-31,충청남도,아산시,염치읍,방현리,1240
4420025032,2026-03-31,충청남도,아산시,염치읍,송곡리,1420
4420025033,2026-03-31,충청남도,아산시,염치읍,백암리,402
4420025034,2026-03-31,충청남도,아산시,염치읍,대동리,135
4420025321,2026-03-31,충청남도,아산시,배방읍,중리,309
4420025322,2026-03-31,충청남도,아산시,배방읍,수철리,456
4420025323,2026-03-31,충청남도,아산시,배방읍,신흥리,250
4420025324,2026-03-31,충청남도,아산시,배방읍,공수리,30010
4420025325,2026-03-31,충청남도,아산시,배방읍,북수리,16042
4420025326,2026-03-31,충청남도,아산시,배방읍,회룡리,733
4420025327,2026-03-31,충청남도,아산시,배방읍,세출리,763
4420025328,2026-03-31,충청남도,아산시,배방읍,갈매리,5844
4420025329,2026-03-31,충청남도,아산시,배방읍,세교리,17243
4420025330,2026-03-31,충청남도,아산시,배방읍,휴대리,587
4420025331,2026-03-31,충청남도,아산시,배방읍,장재리,25572
4420025332,2026-03-31,충청남도,아산시,배방읍,구령리,362
4420031021,2026-03-31,충청남도,아산시,송악면,역촌리,646
4420031022,2026-03-31,충청남도,아산시,송악면,평촌리,326
4420031023,2026-03-31,충청남도,아산시,송악면,외암리,510
4420031024,2026-03-31,충청남도,아산시,송악면,강당리,383
4420031025,2026-03-31,충청남도,아산시,송악면,마곡리,213
4420031026,2026-03-31,충청남도,아산시,송악면,궁평리,74
4420031027,2026-03-31,충청남도,아산시,송악면,유곡리,367
4420031028,2026-03-31,충청남도,아산시,송악면,송학리,232
4420031029,2026-03-31,충청남도,아산시,송악면,종곡리,134
4420031030,2026-03-31,충청남도,아산시,송악면,거산리,171
4420031031,2026-03-31,충청남도,아산시,송악면,강장리,378
4420031032,2026-03-31,충청남도,아산시,송악면,수곡리,125
4420031033,2026-03-31,충청남도,아산시,송악면,동화리,343
4420033021,2026-03-31,충청남도,아산시,탕정면,용두리,636
4420033022,2026-03-31,충청남도,아산시,탕정면,명암리,14974
4420033023,2026-03-31,충청남도,아산시,탕정면,동산리,1225
4420033024,2026-03-31,충청남도,아산시,탕정면,호산리,1921
4420033025,2026-03-31,충청남도,아산시,탕정면,매곡리,17395
4420033026,2026-03-31,충청남도,아산시,탕정면,갈산리,10168
4420035021,2026-03-31,충청남도,아산시,음봉면,삼거리,315
4420035022,2026-03-31,충청남도,아산시,음봉면,동천리,257
4420035023,2026-03-31,충청남도,아산시,음봉면,신수리,312
4420035024,2026-03-31,충청남도,아산시,음봉면,신정리,261
4420035025,2026-03-31,충청남도,아산시,음봉면,산정리,232
4420035026,2026-03-31,충청남도,아산시,음봉면,원남리,360
4420035027,2026-03-31,충청남도,아산시,음봉면,소동리,304
4420035028,2026-03-31,충청남도,아산시,음봉면,신휴리,758
4420035029,2026-03-31,충청남도,아산시,음봉면,의식리,168
4420035030,2026-03-31,충청남도,아산시,음봉면,쌍암리,205
4420035031,2026-03-31,충청남도,아산시,음봉면,쌍룡리,281
4420035032,2026-03-31,충청남도,아산시,음봉면,월랑리,2822
4420035033,2026-03-31,충청남도,아산시,음봉면,산동리,7160
4420035034,2026-03-31,충청남도,아산시,음봉면,덕지리,5176
4420035035,2026-03-31,충청남도,아산시,음봉면,동암리,4011
4420035036,2026-03-31,충청남도,아산시,음봉면,송촌리,282
4420036021,2026-03-31,충청남도,아산시,둔포면,둔포리,3927
4420036022,2026-03-31,충청남도,아산시,둔포면,송용리,841
4420036023,2026-03-31,충청남도,아산시,둔포면,시포리,214
4420036024,2026-03-31,충청남도,아산시,둔포면,신법리,277
4420036025,2026-03-31,충청남도,아산시,둔포면,신남리,927
4420036026,2026-03-31,충청남도,아산시,둔포면,신항리,505
4420036027,2026-03-31,충청남도,아산시,둔포면,관대리,371
4420036028,2026-03-31,충청남도,아산시,둔포면,산전리,310
4420036029,2026-03-31,충청남도,아산시,둔포면,신양리,290
4420036030,2026-03-31,충청남도,아산시,둔포면,봉재리,380
4420036031,2026-03-31,충청남도,아산시,둔포면,운교리,785
4420036032,2026-03-31,충청남도,아산시,둔포면,석곡리,12800
4420036033,2026-03-31,충청남도,아산시,둔포면,운용리,1127
4420036034,2026-03-31,충청남도,아산시,둔포면,신왕리,164
4420036035,2026-03-31,충청남도,아산시,둔포면,염작리,591
4420037021,2026-03-31,충청남도,아산시,영인면,아산리,973
4420037022,2026-03-31,충청남도,아산시,영인면,상성리,344
4420037023,2026-03-31,충청남도,아산시,영인면,신현리,157
4420037024,2026-03-31,충청남도,아산시,영인면,월선리,227
4420037025,2026-03-31,충청남도,아산시,영인면,신운리,369
4420037026,2026-03-31,충청남도,아산시,영인면,백석포리,378
4420037027,2026-03-31,충청남도,아산시,영인면,와우리,88
4420037028,2026-03-31,충청남도,아산시,영인면,구성리,418
4420037029,2026-03-31,충청남도,아산시,영인면,창용리,549
4420037030,2026-03-31,충청남도,아산시,영인면,신봉리,566
4420037031,2026-03-31,충청남도,아산시,영인면,성내리,551
4420037032,2026-03-31,충청남도,아산시,영인면,신화리,300
4420037033,2026-03-31,충청남도,아산시,영인면,역리,210
4420038021,2026-03-31,충청남도,아산시,인주면,공세리,1084
4420038022,2026-03-31,충청남도,아산시,인주면,모원리,31
4420038023,2026-03-31,충청남도,아산시,인주면,신성리,323
4420038024,2026-03-31,충청남도,아산시,인주면,걸매리,195
4420038025,2026-03-31,충청남도,아산시,인주면,밀두리,1201
4420038026,2026-03-31,충청남도,아산시,인주면,문방리,457
4420038027,2026-03-31,충청남도,아산시,인주면,대음리,744
4420038028,2026-03-31,충청남도,아산시,인주면,금성리,170
4420038029,2026-03-31,충청남도,아산시,인주면,해암리,584
4420038030,2026-03-31,충청남도,아산시,인주면,도흥리,188
4420038031,2026-03-31,충청남도,아산시,인주면,관암리,217
4420038032,2026-03-31,충청남도,아산시,인주면,냉정리,171
4420039021,2026-03-31,충청남도,아산시,선장면,군덕리,529
4420039022,2026-03-31,충청남도,아산시,선장면,돈포리,174
4420039023,2026-03-31,충청남도,아산시,선장면,신덕리,152
4420039024,2026-03-31,충청남도,아산시,선장면,대정리,80
4420039025,2026-03-31,충청남도,아산시,선장면,장곳리,105
4420039026,2026-03-31,충청남도,아산시,선장면,신성리,191
4420039027,2026-03-31,충청남도,아산시,선장면,죽산리,212
4420039028,2026-03-31,충청남도,아산시,선장면,신동리,163
4420039029,2026-03-31,충청남도,아산시,선장면,선창리,304
4420039030,2026-03-31,충청남도,아산시,선장면,대흥리,298
4420039031,2026-03-31,충청남도,아산시,선장면,홍곳리,61
4420039032,2026-03-31,충청남도,아산시,선장면,가산리,203
4420039033,2026-03-31,충청남도,아산시,선장면,신문리,60
4420039034,2026-03-31,충청남도,아산시,선장면,궁평리,157
4420039035,2026-03-31,충청남도,아산시,선장면,채신언리,30
4420040021,2026-03-31,충청남도,아산시,도고면,신언리,730
4420040022,2026-03-31,충청남도,아산시,도고면,봉농리,118
4420040023,2026-03-31,충청남도,아산시,도고면,효자리,106
4420040024,2026-03-31,충청남도,아산시,도고면,금산리,442
4420040025,2026-03-31,충청남도,아산시,도고면,시전리,335
4420040026,2026-03-31,충청남도,아산시,도고면,신유리,211
4420040027,2026-03-31,충청남도,아산시,도고면,도산리,156
4420040028,2026-03-31,충청남도,아산시,도고면,화천리,162
4420040029,2026-03-31,충청남도,아산시,도고면,농은리,145
4420040030,2026-03-31,충청남도,아산시,도고면,오암리,110
4420040031,2026-03-31,충청남도,아산시,도고면,덕암리,113
4420040032,2026-03-31,충청남도,아산시,도고면,석당리,246
4420040033,2026-03-31,충청남도,아산시,도고면,향산리,175
4420040034,2026-03-31,충청남도,아산시,도고면,와산리,162
4420040035,2026-03-31,충청남도,아산시,도고면,신통리,195
4420040036,2026-03-31,충청남도,아산시,도고면,기곡리,731
4420041021,2026-03-31,충청남도,아산시,신창면,오목리,534
4420041022,2026-03-31,충청남도,아산시,신창면,읍내리,1869
4420041023,2026-03-31,충청남도,아산시,신창면,창암리,641
4420041024,2026-03-31,충청남도,아산시,신창면,황산리,199
4420041025,2026-03-31,충청남도,아산시,신창면,행목리,2895
4420041026,2026-03-31,충청남도,아산시,신창면,수장리,258
4420041027,2026-03-31,충청남도,아산시,신창면,신달리,252
4420041028,2026-03-31,충청남도,아산시,신창면,남성리,14976
4420041029,2026-03-31,충청남도,아산시,신창면,궁화리,227
4420041030,2026-03-31,충청남도,아산시,신창면,가덕리,244
4420041031,2026-03-31,충청남도,아산시,신창면,신곡리,286
4420041032,2026-03-31,충청남도,아산시,신창면,가내리,239
4421010100,2026-03-31,충청남도,서산시,읍내동,,15722
4421010200,2026-03-31,충청남도,서산시,동문동,,24041
4421010300,2026-03-31,충청남도,서산시,갈산동,,1651
4421010400,2026-03-31,충청남도,서산시,온석동,,438
4421010500,2026-03-31,충청남도,서산시,잠홍동,,401
4421010600,2026-03-31,충청남도,서산시,수석동,,1620
4421010700,2026-03-31,충청남도,서산시,석림동,,15635
4421010800,2026-03-31,충청남도,서산시,석남동,,5751
4421010900,2026-03-31,충청남도,서산시,예천동,,23441
4421011000,2026-03-31,충청남도,서산시,죽성동,,2892
4421011100,2026-03-31,충청남도,서산시,양대동,,894
4421011200,2026-03-31,충청남도,서산시,오남동,,664
4421011300,2026-03-31,충청남도,서산시,장동,,482
4421011400,2026-03-31,충청남도,서산시,덕지천동,,130
4421025021,2026-03-31,충청남도,서산시,대산읍,대산리,4963
4421025022,2026-03-31,충청남도,서산시,대산읍,대로리,1295
4421025023,2026-03-31,충청남도,서산시,대산읍,웅도리,130
4421025024,2026-03-31,충청남도,서산시,대산읍,오지리,356
4421025025,2026-03-31,충청남도,서산시,대산읍,기은리,1183
4421025027,2026-03-31,충청남도,서산시,대산읍,대죽리,285
4421025028,2026-03-31,충청남도,서산시,대산읍,화곡리,985
4421025029,2026-03-31,충청남도,서산시,대산읍,운산리,576
4421025030,2026-03-31,충청남도,서산시,대산읍,영탑리,1660
4421025031,2026-03-31,충청남도,서산시,대산읍,독곶리,483
4421031021,2026-03-31,충청남도,서산시,인지면,둔당리,3574
4421031022,2026-03-31,충청남도,서산시,인지면,야당리,556
4421031023,2026-03-31,충청남도,서산시,인지면,모월리,409
4421031024,2026-03-31,충청남도,서산시,인지면,산동리,294
4421031025,2026-03-31,충청남도,서산시,인지면,애정리,391
4421031026,2026-03-31,충청남도,서산시,인지면,남정리,360
4421031027,2026-03-31,충청남도,서산시,인지면,화수리,441
4421031028,2026-03-31,충청남도,서산시,인지면,차리,261
4421031029,2026-03-31,충청남도,서산시,인지면,성리,418
4421031030,2026-03-31,충청남도,서산시,인지면,풍전리,234
4421032021,2026-03-31,충청남도,서산시,부석면,가사리,688
4421032022,2026-03-31,충청남도,서산시,부석면,강수리,333
4421032023,2026-03-31,충청남도,서산시,부석면,송시리,312
4421032024,2026-03-31,충청남도,서산시,부석면,월계리,570
4421032025,2026-03-31,충청남도,서산시,부석면,갈마리,199
4421032026,2026-03-31,충청남도,서산시,부석면,취평리,635
4421032027,2026-03-31,충청남도,서산시,부석면,대두리,254
4421032028,2026-03-31,충청남도,서산시,부석면,봉락리,269
4421032029,2026-03-31,충청남도,서산시,부석면,지산리,483
4421032030,2026-03-31,충청남도,서산시,부석면,칠전리,162
4421032031,2026-03-31,충청남도,서산시,부석면,강당리,332
4421032032,2026-03-31,충청남도,서산시,부석면,마룡리,261
4421032033,2026-03-31,충청남도,서산시,부석면,창리,301
4421032034,2026-03-31,충청남도,서산시,부석면,간월도리,195
4421033021,2026-03-31,충청남도,서산시,팔봉면,금학리,329
4421033022,2026-03-31,충청남도,서산시,팔봉면,양길리,337
4421033023,2026-03-31,충청남도,서산시,팔봉면,대황리,218
4421033024,2026-03-31,충청남도,서산시,팔봉면,흑석리,150
4421033025,2026-03-31,충청남도,서산시,팔봉면,고파도리,99
4421033026,2026-03-31,충청남도,서산시,팔봉면,호리,456
4421033027,2026-03-31,충청남도,서산시,팔봉면,덕송리,330
4421033028,2026-03-31,충청남도,서산시,팔봉면,어송리,705
4421033029,2026-03-31,충청남도,서산시,팔봉면,진장리,583
4421034021,2026-03-31,충청남도,서산시,지곡면,화천리,940
4421034022,2026-03-31,충청남도,서산시,지곡면,산성리,239
4421034023,2026-03-31,충청남도,서산시,지곡면,장현리,170
4421034024,2026-03-31,충청남도,서산시,지곡면,연화리,162
4421034025,2026-03-31,충청남도,서산시,지곡면,중왕리,418
4421034026,2026-03-31,충청남도,서산시,지곡면,도성리,345
4421034027,2026-03-31,충청남도,서산시,지곡면,대요리,335
4421034028,2026-03-31,충청남도,서산시,지곡면,환성리,443
4421034029,2026-03-31,충청남도,서산시,지곡면,무장리,4460
4421036021,2026-03-31,충청남도,서산시,성연면,일람리,9179
4421036022,2026-03-31,충청남도,서산시,성연면,고남리,306
4421036023,2026-03-31,충청남도,서산시,성연면,오사리,555
4421036024,2026-03-31,충청남도,서산시,성연면,왕정리,6073
4421036025,2026-03-31,충청남도,서산시,성연면,평리,327
4421036026,2026-03-31,충청남도,서산시,성연면,갈현리,185
4421036027,2026-03-31,충청남도,서산시,성연면,명천리,201
4421036028,2026-03-31,충청남도,서산시,성연면,예덕리,199
4421036029,2026-03-31,충청남도,서산시,성연면,해성리,123
4421037021,2026-03-31,충청남도,서산시,음암면,도당리,2763
4421037022,2026-03-31,충청남도,서산시,음암면,탑곡리,458
4421037023,2026-03-31,충청남도,서산시,음암면,문양리,278
4421037024,2026-03-31,충청남도,서산시,음암면,율목리,394
4421037025,2026-03-31,충청남도,서산시,음암면,부산리,1918
4421037026,2026-03-31,충청남도,서산시,음암면,상홍리,646
4421037027,2026-03-31,충청남도,서산시,음암면,신장리,454
4421037028,2026-03-31,충청남도,서산시,음암면,유계리,276
4421037029,2026-03-31,충청남도,서산시,음암면,성암리,124
4421037030,2026-03-31,충청남도,서산시,음암면,부장리,1533
4421038021,2026-03-31,충청남도,서산시,운산면,신창리,285
4421038022,2026-03-31,충청남도,서산시,운산면,용현리,257
4421038023,2026-03-31,충청남도,서산시,운산면,태봉리,99
4421038024,2026-03-31,충청남도,서산시,운산면,고풍리,243
4421038025,2026-03-31,충청남도,서산시,운산면,원평리,311
4421038026,2026-03-31,충청남도,서산시,운산면,와우리,182
4421038027,2026-03-31,충청남도,서산시,운산면,팔중리,105
4421038028,2026-03-31,충청남도,서산시,운산면,고산리,137
4421038029,2026-03-31,충청남도,서산시,운산면,수평리,142
4421038030,2026-03-31,충청남도,서산시,운산면,수당리,146
4421038031,2026-03-31,충청남도,서산시,운산면,안호리,94
4421038032,2026-03-31,충청남도,서산시,운산면,용장리,1009
4421038033,2026-03-31,충청남도,서산시,운산면,갈산리,674
4421038034,2026-03-31,충청남도,서산시,운산면,여미리,149
4421038035,2026-03-31,충청남도,서산시,운산면,가좌리,285
4421038036,2026-03-31,충청남도,서산시,운산면,소중리,169
4421038037,2026-03-31,충청남도,서산시,운산면,상성리,117
4421038038,2026-03-31,충청남도,서산시,운산면,원벌리,172
4421038039,2026-03-31,충청남도,서산시,운산면,거성리,261
4421039021,2026-03-31,충청남도,서산시,해미면,읍내리,1841
4421039022,2026-03-31,충청남도,서산시,해미면,휴암리,497
4421039023,2026-03-31,충청남도,서산시,해미면,대곡리,1037
4421039024,2026-03-31,충청남도,서산시,해미면,산수리,131
4421039025,2026-03-31,충청남도,서산시,해미면,황락리,269
4421039026,2026-03-31,충청남도,서산시,해미면,오학리,221
4421039027,2026-03-31,충청남도,서산시,해미면,삼송리,297
4421039028,2026-03-31,충청남도,서산시,해미면,관유리,108
4421039029,2026-03-31,충청남도,서산시,해미면,홍천리,273
4421039030,2026-03-31,충청남도,서산시,해미면,동암리,326
4421039031,2026-03-31,충청남도,서산시,해미면,반양리,459
4421039032,2026-03-31,충청남도,서산시,해미면,웅소성리,115
4421039033,2026-03-31,충청남도,서산시,해미면,귀밀리,90
4421039034,2026-03-31,충청남도,서산시,해미면,억대리,125
4421039035,2026-03-31,충청남도,서산시,해미면,전천리,169
